Action,Specific point / Chapter,Actor name,Actor Name New,Country,"Affiliation
1) civil society/NGO 2) business organisations 3) consulting 4) government 5) academia 6) personal"
Action 06,Treaty Abuse (April 2014),Taxes Committee of the IBA (International Bar Association),Taxes Committee of the IBA (International Bar Association),US,3
Action 06,Treaty Abuse (April 2014),International Chamber of Commerce (ICC),International Chamber of Commerce (ICC),world,2
Action 06,Treaty Abuse (April 2014),International Underwriting Association,International Underwriting Association,UK,2
Action 06,Treaty Abuse (April 2014),Investment Company Institute (ICI) & ICI Global,Investment Company Institute (ICI),US,2
Action 06,Treaty Abuse (April 2014),,ICI Global,US,3
Action 06,Treaty Abuse (April 2014),IMA (Investment Management Association),IMA (Investment Management Association),UK,2
Action 06,Treaty Abuse (April 2014),Irish Funds Industry Association,Irish Funds Industry Association,Ireland,2
Action 06,Treaty Abuse (April 2014),Irish Tax Institute,Irish Tax Institute,Ireland,3
Action 06,Treaty Abuse (April 2014),Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 06,Treaty Abuse (April 2014),Jupiter Fund Management plc.,Jupiter Fund Management plc.,UK,2
Action 06,Treaty Abuse (April 2014),Keidanren,Keidanren,Japan,2
Action 06,Treaty Abuse (April 2014),King & Wood Mallesons (KWM),King & Wood Mallesons (KWM),Japan,2
Action 06,Treaty Abuse (April 2014),KPMG LLP,KPMG,world,3
Action 06,Treaty Abuse (April 2014),Law Society of Ireland,Law Society of Ireland,Ireland,3
Action 06,Treaty Abuse (April 2014),KU Leuven,KU Leuven,belgium,5
Action 06,Treaty Abuse (April 2014),Macfarlanes LLP,MacFarlanes,UK,3
Action 06,Treaty Abuse (April 2014),Maisto e Associati,Maisto e Associati,italy,3
Action 06,Treaty Abuse (April 2014),Matheson,Matheson,world,3
Action 06,Treaty Abuse (April 2014),MEDEF (Mouvement des Entreprises de France),MEDEF,France,2
Action 06,Treaty Abuse (April 2014),NFTC (National Foreign Trade Council Inc.),National Foreign Trade Council (NFTC),US,2
Action 06,Treaty Abuse (April 2014),"LI, Na","LI, Na",China,5
Action 06,Treaty Abuse (April 2014),Organization for International Investment (OFII),Organization for International Investment (OFII),US,2
Action 06,Treaty Abuse (April 2014),Petrofac Group,Petrofac,UK,2
Action 06,Treaty Abuse (April 2014),Pitcher Partners,Pitcher Partners,Australia,3
Action 06,Treaty Abuse (April 2014),Praxity,Praxity Global Alliance Ltd.,UK,3
Action 06,Treaty Abuse (April 2014),EVCA (European Private Equity & Venture Capital Association),EVCA (European Private Equity & Venture Capital Association),belgium,1
Action 06,Treaty Abuse (April 2014),PWYP Norway (Publish What You Pay Norway),PWYP Norway (Publish What You Pay Norway),norway,2
Action 06,Treaty Abuse (April 2014),PwC,PwC,world,3
Action 06,Treaty Abuse (April 2014),Borden Ladner Gervais LLP,Borden Ladner Gervais LLP,canada,3
Action 06,Treaty Abuse (April 2014),Pirola Pennuto Zei & Associati,Pirola Pennuto Zei & Associati,italy,3
Action 06,Treaty Abuse (April 2014),SwissHoldings,SwissHoldings,switzerland,2
Action 06,Treaty Abuse (April 2014),Taxand,Taxand,world,3
Action 06,Treaty Abuse (April 2014),"Tax Executives Institute, Inc","Tax Executives Institute, Inc",world,3
Action 06,Treaty Abuse (April 2014),TD,TD Bank,US,2
Action 06,Treaty Abuse (April 2014),USCIB,United States Council for International Business (USCIB),US,3
Action 06,Treaty Abuse (April 2014),Valente Associati GEB Partners,Valente Associati GEB Partners,italy,3
Action 06,Treaty Abuse (Follow Up) (January 2015),AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),,BBA (British Bankers’ Association),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Alternative Investment Management Association (AIMA),Alternative Investment Management Association (AIMA),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),American Chamber of Commerce in the Netherlands,American Chamber of Commerce,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Association of British Insurers (ABI),Association of British Insurers (ABI),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Association of Global Custodians,Association of Global Custodians,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Association of the Luxembourg Fund Industry,Association of the Luxembourg Fund Industry,Luxembourg,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Aztec Group,Aztec Group,UK,3
Action 06,Treaty Abuse (Follow Up) (January 2015),BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 06,Treaty Abuse (Follow Up) (January 2015),BIAC,BIAC,world,2
Action 06,Treaty Abuse (Follow Up) (January 2015),BlackRock and JP Morgan Chase,BlackRock Investment Management,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),,JP Morgan Chase,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),British Property Federation,British Property Federation,UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),BusinessEurope,BusinessEurope,europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),British Private Equity and Venture Capital Association (BVCA),British Private Equity and Venture Capital Association (BVCA),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Canadian Pension Funds,Canadian Pension Funds,canada,4
Action 06,Treaty Abuse (Follow Up) (January 2015),CBI,CBI (Confederation of British Industry),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),CFE,Confédération Fiscale Européenne (CFE),europe,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Commercial Real Estate Finance Council Europe,Commercial Real Estate Finance Council Europe,europe,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Consultative Committee of Accountancy Bodies - Ireland,Consultative Committee of Accountancy Bodies - Ireland,Ireland,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Deloitte UK,Deloitte,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Dublin Chamber of Commerce,Dublin Chamber of Commerce,Ireland,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Dutch Association of Tax Advisers,Dutch Association of Tax Advisers,Netherlands,5
Action 06,Treaty Abuse (Follow Up) (January 2015),Efama,Efama,europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Ernst & Young,Ernst & Young,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),European Banking Federation (EBF),European Banking Federation (EBF),europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),European Business Initiative on Taxation (EBIT),European Business Initiative on Taxation (EBIT),europe,3
Action 06,Treaty Abuse (Follow Up) (January 2015),EVCA (European Private Equity & Venture Capital Association),EVCA (European Private Equity & Venture Capital Association),belgium,1
Action 06,Treaty Abuse (Follow Up) (January 2015),European Public Real Estate Association,European Public Real Estate Association,europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Federation Bancaire Française (FBF),Federation Bancaire Française (FBF),France,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Federation of European Accountants (FEE),Federation of European Accountants (FEE),europe,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Federation of German Industries (BDI),Federation of German Industries (BDI),Germany,2
Action 06,Treaty Abuse (Follow Up) (January 2015),German Property Federation (Zentraler Immobilien Ausschuss e.V.),German Property Federation (Zentraler Immobilien Ausschuss e.V.),Germany,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Grant Thornton International Ltd,Grant Thornton,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Herbert Smith Freehills LLP,Herbert Smith Freehills LLP,UK,3
Action 06,Treaty Abuse (Follow Up) (January 2015),IBA Taxes Committee,IBA Taxes Committee,UK,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Ibec,Ibec,Ireland,2
Action 06,Treaty Abuse (Follow Up) (January 2015),ICAEW,ICAEW,UK,3
Action 06,Treaty Abuse (Follow Up) (January 2015),,ICAEW,Ireland,3
Action 06,Treaty Abuse (Follow Up) (January 2015),ICI Global,ICI Global,US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),IDW,IDW,Germany,5
Action 06,Treaty Abuse (Follow Up) (January 2015),IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
Action 06,Treaty Abuse (Follow Up) (January 2015),INREV,INREV (European Association for Investors in Non-Listed Real Estate Vehicles),Netherlands,3
Action 06,Treaty Abuse (Follow Up) (January 2015),InterContinental Hotels Group (IHG),InterContinental Hotels Group (IHG),UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),International Alliance for Principled Taxation (IAPT),International Alliance for Principled Taxation (IAPT),world,2
Action 06,Treaty Abuse (Follow Up) (January 2015),International Chamber of Commerce (ICC),International Chamber of Commerce (ICC),world,2
Action 06,Treaty Abuse (Follow Up) (January 2015),International Underwriting Association,International Underwriting Association,UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),The Investment Association,The Investment Association,UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Investment Funds Institute of Canada,Investment Funds Institute of Canada,canada,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Irish Debt Securities Association (IDSA),Irish Debt Securities Association (IDSA),Ireland,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Irish Funds Industry Association,Irish Funds Industry Association,Ireland,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Irish Tax Institute,Irish Tax Institute,Ireland,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 06,Treaty Abuse (Follow Up) (January 2015),KPMG (Queensland Investment Corp and New Zealand Superannuation),KPMG,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),KPMG Ireland,KPMG,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),KPMG LLP (US),KPMG,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),KPMG UK,KPMG,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Law Society of Ireland,Law Society of Ireland,Ireland,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Loan Market Association,Loan Market Association,UK,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Loan Syndications and Trading Association,Loan Syndications and Trading Association,US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),M&G Group,M&G Group,UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Matheson,Matheson,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),MEDEF,MEDEF,France,2
Action 06,Treaty Abuse (Follow Up) (January 2015),MN,MN,Netherlands,2
Action 06,Treaty Abuse (Follow Up) (January 2015),NAREIT,NAREIT,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),National Association of Publicly Traded Partnerships,National Association of Publicly Traded Partnerships,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),NN Group,NN Group,Netherlands,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Osler,Osler,US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),PGGM & APG,PGGM & APG,Netherlands,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Phonographic Performance Limited,Phonographic Performance Limited,UK,2
Action 06,Treaty Abuse (Follow Up) (January 2015),Private Equity Growth Capital Council,Private Equity Growth Capital Council,US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),PwC,PwC,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Ropes & Gray,Ropes & Gray,US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),SwissHoldings,SwissHoldings,switzerland,2
Action 06,Treaty Abuse (Follow Up) (January 2015),"Tax Executives Institute, Inc","Tax Executives Institute, Inc",world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),Taxand,Taxand,world,3
Action 06,Treaty Abuse (Follow Up) (January 2015),TD Bank,TD Bank,US,2
Action 06,Treaty Abuse (Follow Up) (January 2015),The Family Entrepreneurs (ASU),The Family Entrepreneurs (ASU),Germany,2
Action 06,Treaty Abuse (Follow Up) (January 2015),USCIB,United States Council for International Business (USCIB),US,3
Action 06,Treaty Abuse (Follow Up) (January 2015),VNO-NCW,VNO-NCW (Confederation of Netherlands Industry and Employers),Netherlands,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,ABB Asea Brown Boveri,ABB Asea Brown Boveri,switzerland,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,ACA,ACA,France,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,AEDAF,AEDAF,Spain,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,BBA (British Bankers’ Association),UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Agata Uceda and Cora Cheung,Agata Uceda,France,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,Cora Cheung,singapore,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Alternative Investment Management Association (AIMA),Alternative Investment Management Association (AIMA),UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,American Chamber of Commerce in Italy,American Chamber of Commerce,US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,CFE and AOTCA,Confédération Fiscale Européenne (CFE),europe,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,AOTCA (Asia Oceania Tax Consultants Association),asia,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Arthur Pleijsier,Arthur Pleijsier,Netherlands,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Association Française des Femmes Fiscalistes,Association Française des Femmes Fiscalistes,France,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Association of British Insurers (ABI),Association of British Insurers (ABI),UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Banking and Finance Company Working Group on BEPS,Banking and Finance Company Working Group on BEPS,world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,BASF,BASF,Germany,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,BIAC,BIAC,world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Bombardier,Bombardier,canada,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,BP plc,BP plc,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,BusinessEurope,BusinessEurope,europe,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Canadian Life and Health Insurance Association (CLHIA),Canadian Life and Health Insurance Association (CLHIA),canada,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Carl Koller,Carl Koller,Mexico,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,CBI,CBI (Confederation of British Industry),UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Chapman Tripp,Chapman Tripp,New Zealand,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Chartered Accountants Australia and New Zealand,Chartered Accountants Australia and New Zealand,Australia,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,Chartered Accountants Australia and New Zealand,New Zealand,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Chartered Institute of Taxation (CIOT),Chartered Institute of Taxation (CIOT),UK,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Claudine Kraus,Claudine Kraus,US,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Confederation of Indian Industry (CII),Confederation of Indian Industry (CII),india,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Consultative Committee of Accountancy Bodies - Ireland,Consultative Committee of Accountancy Bodies - Ireland,Ireland,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Cuatrecasas Gonçalves Pereira and Chiomenti Studio Legale,Cuatrecasas Gonçalves Pereira,Spain,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,Chiomenti Studio Legale,italy,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Deloitte,Deloitte,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Ernst & Young,Ernst & Young,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,European Business Initiative on Taxation (EBIT),European Business Initiative on Taxation (EBIT),europe,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Eversheds Bianchini,Eversheds Bianchini,italy,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Federation Bancaire Française (FBF),Federation Bancaire Française (FBF),France,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Federation of German Industries (BDI),Federation of German Industries (BDI),Germany,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,FIDAL,FIDAL,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,French Federation of Insurance Companies (FFSA),Fédération Française des Sociétés d'Assurances (FFSA),France,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Gazprom,Gazprom,Russia,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Global Federation of Insurance Associations (GFIA),Global Federation of Insurance Associations (GFIA),world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Global Financial Integrity,Global Financial Integrity,US,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Grant Thornton International Ltd,Grant Thornton,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Harris Consulting & Tax Ltd,Harris Consulting & Tax Ltd,Israel,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,IBA Taxes Committee,IBA Taxes Committee,UK,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Ibec,Ibec,Ireland,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,ICAEW,ICAEW,UK,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,ICAEW,Ireland,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,ICI Global,ICI Global,US,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Informa PLC,Informa PLC,UK,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Insurance Company Working Group on BEPS,Insurance Company Working Group on BEPS,world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Insurance Europe,Insurance Europe,europe,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,InterContinental Hotels Group (IHG),InterContinental Hotels Group (IHG),UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,International Alliance for Principled Taxation (IAPT),International Alliance for Principled Taxation (IAPT),world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,International Chamber of Commerce (ICC),International Chamber of Commerce (ICC),world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,International Tax Group,International Tax Group,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,International Underwriting Association,International Underwriting Association,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,The Investment Association,The Investment Association,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Irish Tax Institute,Irish Tax Institute,Ireland,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,ITI and SIA and SVTDG and SoFTEC and TechNet,ITI,Ireland,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,SIA,UK,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,SVTDG,US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,Software Finance & Tax Executives Council (SOFTEC),US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,,TechNet,US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Jim Steward,Jim Steward,Ireland,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Johan H Müller,Johan H Müller,Germany,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Keidanren,Keidanren,Japan,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,King & Wood Mallesons (KWM),King & Wood Mallesons (KWM),Japan,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,KPMG Ireland (aircraft finance and leasing industry),KPMG,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,KPMG,KPMG,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Lloyd's,Lloyd's,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Ludovici & Partners,Ludovici & Partners,italy,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,MacFarlanes,MacFarlanes,UK,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Matheson,Matheson,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Mazars,Mazars,France,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,MEDEF,MEDEF,France,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,National Foreign Trade Council (NFTC),National Foreign Trade Council (NFTC),US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,NERA Economic Consulting,NERA,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Nord Stream,Nord Stream,Russia,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,NXP Semiconductors,NXP Semiconductors,Netherlands,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Petrofac Group,Petrofac,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Phonographic Performance Limited,Phonographic Performance Limited,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,PwC,PwC,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,PwC Ireland,PwC,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,RBRT,RBRT,canada,5
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,RBS RoeverBroennerSusat,RBS RoeverBroennerSusat,Germany,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Reed Elsevier,Reed Elsevier,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Repsol,Repsol,Spain,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Rödl & Partner,Rödl & Partner,France,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,SABMiller,SABMiller,UK,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Software Coalition,Software Coalition,US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Studio Pirola,Studio Pirola,italy,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Swiss Bankers Association,Swiss Bankers Association,switzerland,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Swiss Insurance Association (SIA),Swiss Insurance Association,switzerland,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,"Tax Executives Institute, Inc","Tax Executives Institute, Inc",world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Taxand,Taxand,world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,TD Bank,TD Bank,US,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Transfer Pricing Centre Association (TPCA),Transfer Pricing Centre Association (TPCA),Poland,1
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Treaty Policy Working Group,Treaty Policy Working Group,world,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,TTCC,TTCC,canada,2
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,TUAC,Trade Union Advisory Committee to the OECD (TUAC),world,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,USCIB,United States Council for International Business (USCIB),US,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Valente Associati GEB Partners,Valente Associati GEB Partners,italy,3
Action 07,Prevent the artificial avoidance of PE status 09/01/2015,Volvo,Volvo,Sweden,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Alternative Investment Management Association (AIMA),Alternative Investment Management Association (AIMA),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,,BBA (British Bankers’ Association),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,ABI,ABI,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,AstraZeneca,AstraZeneca,Sweden,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,,AstraZeneca,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Australian Bankers' Association (ABA),Australian Bankers' Association (ABA),Australia,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Banking Working Group,Banking Working Group,vietnam,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,BASF,BASF,Germany,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Federation of German Industries (BDI),Federation of German Industries (BDI),Germany,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,BIAC,BIAC,world,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,British Private Equity and Venture Capital Association (BVCA),British Private Equity and Venture Capital Association (BVCA),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,British Property Federation,British Property Federation,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,British Property Federation,British Property Federation,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Bundessteuerberaterkammer - KdöR,Bundessteuerberaterkammer,Germany,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,BusinessEurope,BusinessEurope,europe,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,CBI - 100Group,CBI (Confederation of British Industry),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,,100 Group,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,CIOT - Domestic Laws,CIOT,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,CIOT - Tax Treaties,CIOT,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Confédération Fiscale Européenne (CFE),Confédération Fiscale Européenne (CFE),europe,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Confederation of Indian Industry (CII),Confederation of Indian Industry (CII),india,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,VNO-NCW,VNO-NCW (Confederation of Netherlands Industry and Employers),Netherlands,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Crowe Horwath Italy,Crowe Horwath,US,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Danon Robert University of Lausanne,Danon Robert University of Lausanne,switzerland,5
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Deloitte UK - Domestic Laws,Deloitte,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Deloitte UK - Tax Treaties,Deloitte,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Deloitte US,Deloitte,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Dutch Association of Tax Advisers,Dutch Association of Tax Advisers,Netherlands,5
